Time, estimated x, estimated y, estimated v, estimated yaw 
1366666,16.6427,-3.99466,-5.88348,0.00225361
1366666,-9.90399,0.418018,2.56581,0.331862
1400000,-2.63503,4.01829,5.38802,0.00393318
1400000,16.4503,-4.02137,-5.91051,0.0154281
1400000,-9.80428,0.420161,2.63889,0.288425
1433333,-2.44049,4.02648,5.4538,0.0034537
1433333,16.2499,-4.01687,-5.95723,0.0108646
1433333,-9.70604,0.484118,2.78666,0.330435
1466666,-2.28056,4.00841,5.36151,-0.00314065
1466666,16.0295,-4.06098,-5.98326,0.0357069
1466666,-9.62027,0.485537,2.77597,0.296344
1500000,-2.10262,3.98075,5.38549,-0.0298312
1500000,15.8233,-4.05901,-6.11423,0.0273258
1500000,-9.50231,0.498446,2.97848,0.258266
1533333,-1.90941,4.00016,5.41168,-0.0108185
1533333,15.628,-4.01515,-6.0077,0.00476951
1533333,-9.39671,0.595573,3.04784,0.346341
1566666,-1.68656,4.00544,5.54515,-0.00804695
1566666,15.4419,-4.0257,-6.00232,0.00859118
1566666,-9.27408,0.645256,3.17411,0.354663
1600000,-1.51799,4.0026,5.49368,-0.00915706
1600000,15.2524,-3.98007,-5.96386,-0.0162414
1600000,-9.15778,0.687981,3.25109,0.356203
1633333,-1.33236,4.00194,5.51509,-0.0155947
1633333,15.0427,-3.96262,-6.02746,-0.0257618
1633333,-9.0412,0.753505,3.40133,0.373878
1666666,-1.13042,3.99523,5.57368,-0.0216442
1666666,14.856,-3.97431,-6.03479,-0.0200909
1666666,-8.91363,0.778927,3.49509,0.349417
1700000,-0.984491,3.9948,5.45731,-0.0254024
1700000,14.6379,-3.94377,-6.07903,-0.0351509
1700000,-8.80829,0.833066,3.57594,0.358109
1733333,-0.78304,3.99604,5.51966,-0.0224563
1733333,14.4364,-3.97544,-6.06935,-0.0163616
1733333,-8.69277,0.876286,3.62565,0.35756
1766666,-0.604717,3.99245,5.49897,-0.0201653
1766666,14.2291,-3.99229,-6.06154,-0.00566226
1766666,-8.57747,0.906262,3.65039,0.345405
1800000,-0.423888,3.97706,5.48377,-0.0254362
1800000,14.0272,-3.99351,-6.07143,-0.00514026
1800000,-8.44065,0.922278,3.72048,0.316137
1833333,-0.262464,3.97076,5.41285,-0.0224681
1833333,13.8059,-4.01697,-6.09675,0.00893923
1833333,-8.32948,0.944342,3.72918,0.300955
1866666,-0.0971912,3.94884,5.35321,-0.0361091
1866666,13.5892,-4.01879,-6.19387,0.00654279
1866666,-8.18988,0.957237,3.86365,0.268624
1900000,0.0987293,3.94968,5.41479,-0.0357145
1900000,13.3591,-4.01319,-6.2509,0.0035661
1900000,-8.06066,1.06391,4.0273,0.317612
1933333,0.271219,3.98044,5.41438,-0.0117054
1933333,13.1726,-3.95785,-6.11531,-0.0233915
1933333,-7.93837,1.14862,4.06192,0.351776
1966666,0.488318,3.98407,5.55065,-0.00239701
1966666,12.9988,-3.97341,-6.00879,-0.0132994
1966666,-7.7971,1.18084,4.07548,0.339532
2000000,0.718985,3.9768,5.70794,-0.00288519
2000000,12.8049,-3.97725,-5.97431,-0.00983479
2000000,-7.63976,1.26183,4.1955,0.359646
2033333,0.93542,3.97466,5.79472,-0.00436413
2033333,12.6189,-3.96282,-5.94767,-0.0172237
2033333,-7.47941,1.3342,4.32066,0.368443
2066666,1.13728,3.9761,5.82063,-0.00470375
2066666,12.4173,-3.95473,-5.96191,-0.0204675
2066666,-7.33026,1.41404,4.43528,0.381149
2100000,1.34223,3.96857,5.86224,-0.00567963
2100000,12.2047,-3.98116,-5.97766,-0.00394036
2100000,-7.18698,1.48101,4.4936,0.38642
2133333,1.52208,3.96218,5.80532,-0.00682563
2133333,11.9951,-3.99723,-6.02129,0.0044871
2133333,-7.04177,1.50527,4.52707,0.358759
2166666,1.6965,3.95434,5.72898,-0.00983007
2166666,11.7619,-4.00763,-6.12247,0.00964004
2166666,-6.89708,1.56816,4.63145,0.355723
2200000,1.88764,3.95973,5.71741,-0.00948329
2200000,11.5727,-3.98045,-6.09225,-0.00586916
2200000,-6.73206,1.63164,4.7386,0.352046
2233333,2.08736,3.96375,5.7334,-0.0110315
2233333,11.386,-3.96011,-6.04619,-0.016379
2233333,-6.56585,1.70867,4.84214,0.358045
2266666,2.24499,3.98713,5.63156,0.00490074
2266666,11.1677,-3.95475,-6.03538,-0.0153352
