Time, ground truth x, ground truth y, ground truth v, ground truth yaw 
7000000,22.2858,0.000123993,0.516681,7.45058e-09
7000000,-3.44668,-4,3.2,0
7000000,33.0197,3.73755,6.76667,-0.0083335
7033333,22.303,0.000123993,0.450014,7.45058e-09
7033333,-3.34001,-4,3.3,0
7033333,33.2452,3.73567,6.70001,-0.0083335
7066666,22.318,0.000123993,0.383348,7.45058e-09
7066666,-3.23001,-4,3.4,0
7066666,33.4686,3.73381,6.63334,-0.0083335
7100000,22.3308,0.000123993,0.316681,7.45058e-09
7100000,-3.11668,-4,3.5,0
7100000,33.6897,3.73196,6.56667,-0.0083335
7133333,22.3413,0.000123993,0.250014,7.45058e-09
7133333,-3.00001,-4,3.6,0
7133333,33.9085,3.73014,6.50001,-0.0083335
7166666,22.3497,0.000123993,0.183348,7.45058e-09
7166666,-2.88001,-4,3.7,0
7166666,34.1252,3.72833,6.43334,-0.0083335
7200000,22.3558,0.000123993,0.116681,7.45058e-09
7200000,-2.75668,-4,3.8,0
7200000,34.3396,3.72655,6.36667,-0.0083335
7233333,22.3597,0.000123993,0.0500142,7.45058e-09
7233333,-2.63001,-4,3.9,0
7233333,34.5519,3.72478,6.30001,-0.0083335
7266666,22.3613,0.000123993,-0.0166525,7.45058e-09
7266666,-2.50001,-4,4,0
7266666,34.7618,3.72303,6.23334,-0.0083335
7300000,22.3608,0.000123993,-0.0833192,7.45058e-09
7300000,-2.36668,-4,4.1,0
7300000,34.9696,3.7213,6.16667,-0.0083335
7333333,22.358,0.000123993,-0.149986,7.45058e-09
7333333,-2.23001,-4,4.2,0
7333333,35.1752,3.71958,6.10001,-0.0083335
7366666,22.353,0.000123993,-0.216652,7.45058e-09
7366666,-2.09001,-4,4.29999,0
7366666,35.3785,3.71789,6.03334,-0.0083335
7400000,22.3458,0.000123993,-0.283319,7.45058e-09
7400000,-1.94668,-4,4.39999,0
7400000,35.5796,3.71621,5.96667,-0.0083335
7433333,22.3363,0.000123993,-0.349986,7.45058e-09
7433333,-1.80001,-4,4.49999,0
7433333,35.7785,3.71456,5.90001,-0.0083335
7466666,22.3247,0.000123993,-0.416652,7.45058e-09
7466666,-1.65001,-4,4.59999,0
7466666,35.9751,3.71292,5.90001,-0.0083335
7500000,22.3108,0.000123993,-0.483319,7.45058e-09
7500000,-1.49668,-4,4.69999,0
7500000,36.1718,3.71128,5.90001,-0.0083335
7533333,22.2947,0.000123993,-0.549986,7.45058e-09
7533333,-1.34001,-4,4.79999,0
7533333,36.3685,3.70964,5.90001,-0.0083335
7566666,22.2763,0.000123993,-0.616652,7.45058e-09
7566666,-1.18001,-4,4.89999,0
7566666,36.5651,3.708,5.90001,-0.0083335
7600000,22.2558,0.000123993,-0.683319,7.45058e-09
7600000,-1.01668,-4,4.99999,0
7600000,36.7618,3.70636,5.90001,-0.0083335
7633333,22.233,0.000123993,-0.749986,7.45058e-09
7633333,-0.850014,-4,5.09999,0
7633333,36.9584,3.70472,5.90001,-0.0083335
7666666,22.208,0.000123992,-0.816652,7.45058e-09
7666666,-0.680014,-4,5.19999,0
7666666,37.1551,3.70308,5.90001,-0.0083335
7700000,22.1808,0.000123992,-0.883319,7.45058e-09
7700000,-0.506681,-4,5.29999,0
7700000,37.3518,3.70144,5.90001,-0.0083335
7733333,22.1513,0.000123992,-0.949986,7.45058e-09
7733333,-0.330014,-4,5.39999,0
7733333,37.5484,3.69981,5.90001,-0.0083335
7766666,22.1197,0.000123992,-1.01665,7.45058e-09
7766666,-0.150014,-4,5.49999,0
7766666,37.7451,3.69817,5.90001,-0.0083335
7800000,22.0858,0.000123991,-1.08332,7.45058e-09
7800000,0.0333187,-4,5.59999,0
7800000,37.9417,3.69653,5.90001,-0.0083335
7833333,22.0497,0.000123991,-1.14999,7.45058e-09
7833333,0.219985,-4,5.69999,0
7833333,38.1384,3.69489,5.90001,-0.0083335
7866666,22.0113,0.000123991,-1.21665,7.45058e-09
7866666,0.409985,-4,5.79999,0
7866666,38.3351,3.69325,5.90001,-0.0083335
7900000,21.9708,0.000123991,-1.28332,7.45058e-09
7900000,0.603318,-4,5.89999,0
7900000,38.5317,3.69161,5.90001,-0.0083335
7933333,21.928,0.00012399,-1.34999,7.45058e-09
7933333,0.799985,-4,5.99999,0
7933333,38.7284,3.68997,5.90001,-0.0083335
7966666,21.883,0.00012399,-1.41665,7.45058e-09
7966666,0.999984,-4,5.99999,0
7966666,38.925,3.68833,5.90001,-0.0083335
8000000,21.8358,0.00012399,-1.48332,7.45058e-09
8000000,1.19998,-4,5.99999,0
8000000,39.1217,3.68669,5.90001,-0.0083335
8033333,21.7863,0.000123989,-1.54999,7.45058e-09
8033333,1.39998,-4,5.99999,0
8033333,39.3184,3.68506,5.90001,-0.0083335
8066666,21.7347,0.000123989,-1.61665,7.45058e-09
8066666,1.59998,-4,5.99999,0
8066666,39.515,3.68342,5.90001,-0.0083335
8100000,21.6808,0.000123988,-1.68332,7.45058e-09
8100000,1.79998,-4,5.99999,0
8100000,39.7117,3.68178,5.90001,-0.0083335
8133333,21.6247,0.000123988,-1.74999,7.45058e-09
8133333,1.99998,-4,5.99999,0
8133333,39.9083,3.68014,5.90001,-0.0083335
8166666,21.5664,0.000123988,-1.81665,7.45058e-09
8166666,2.19998,-4,5.99999,0
8166666,40.105,3.6785,5.90001,-0.0083335
8200000,21.5058,0.000123987,-1.88332,7.45058e-09
8200000,2.39998,-4,5.99999,0
8200000,40.3017,3.67686,5.90001,-0.0083335
8233333,21.443,0.000123987,-1.94999,7.45058e-09
8233333,2.59998,-4,5.99999,0
8233333,40.4983,3.67522,5.90001,-0.0083335
8266666,21.378,0.000123986,-2.01665,7.45058e-09
8266666,2.79998,-4,5.99999,0
8266666,40.695,3.67358,5.90001,-0.0083335
8300000,21.3108,0.000123986,-2.08332,7.45058e-09
8300000,2.99998,-4,5.99999,0
8300000,40.8916,3.67194,5.90001,-0.0083335
8333333,21.2414,0.000123985,-2.14999,7.45058e-09
8333333,3.19998,-4,5.99999,0
8333333,41.0883,3.67031,5.90001,-0.0083335
8366666,21.1697,0.000123985,-2.21665,7.45058e-09
8366666,3.39998,-4,5.99999,0
8366666,41.285,3.66867,5.90001,-0.0083335
8400000,21.0958,0.000123984,-2.28332,7.45058e-09
8400000,3.59998,-4,5.99999,0
8400000,41.4816,3.66703,5.90001,-0.0083335
8433333,21.0197,0.000123983,-2.34999,7.45058e-09
8433333,3.79998,-4,5.99999,0
8433333,41.6783,3.66539,5.90001,-0.0083335
8466666,20.9414,0.000123983,-2.41665,7.45058e-09
8466666,3.99998,-4,5.99999,0
8466666,41.8749,3.66375,5.90001,-0.0083335
8500000,20.8608,0.000123982,-2.48332,7.45058e-09
8500000,4.19998,-4,5.99999,0
8500000,42.0716,3.66211,5.90001,-0.0083335
8533333,20.778,0.000123982,-2.54999,7.45058e-09
8533333,4.39998,-4,5.99999,0
8533333,42.2683,3.66047,5.90001,-0.0083335
8566666,20.693,0.000123981,-2.61665,7.45058e-09
8566666,4.59998,-4,5.99999,0
8566666,42.4649,3.65883,5.90001,-0.0083335
8600000,20.6058,0.00012398,-2.68332,7.45058e-09
8600000,4.79998,-4,5.99999,0
8600000,42.6616,3.65719,5.90001,-0.0083335
8633333,20.5164,0.00012398,-2.74999,7.45058e-09
8633333,4.99998,-4,5.99999,0
8633333,42.8582,3.65556,5.90001,-0.0083335
8666666,20.4247,0.000123979,-2.81665,7.45058e-09
8666666,5.19998,-4,5.99999,0
8666666,43.0549,3.65392,5.90001,-0.0083335
8700000,20.3308,0.000123978,-2.88332,7.45058e-09
8700000,5.39998,-4,5.99999,0
8700000,43.2516,3.65228,5.90001,-0.0083335
8733333,20.2347,0.000123978,-2.94999,7.45058e-09
8733333,5.59998,-4,5.99999,0
8733333,43.4482,3.65064,5.90001,-0.0083335
8766666,20.1364,0.000123977,-3.01665,7.45058e-09
8766666,5.79998,-4,5.99999,0
8766666,43.6449,3.649,5.90001,-0.0083335
8800000,20.0358,0.000123976,-3.08332,7.45058e-09
8800000,5.99998,-4,5.99999,0
8800000,43.8415,3.64736,5.90001,-0.0083335
8833333,19.933,0.000123975,-3.14999,7.45058e-09
8833333,6.19998,-4,5.99999,0
8833333,44.0382,3.64572,5.90001,-0.0083335
8866666,19.828,0.000123975,-3.21665,7.45058e-09
8866666,6.39998,-4,5.99999,0
8866666,44.2349,3.64408,5.90001,-0.0083335
8900000,19.7208,0.000123974,-3.28332,7.45058e-09
8900000,6.59998,-4,5.99999,0
8900000,44.4315,3.64244,5.90001,-0.0083335
8933333,19.6114,0.000123973,-3.34999,7.45058e-09
8933333,6.79998,-4,5.99999,0
8933333,44.6282,3.6408,5.90001,-0.0083335
8966666,19.4997,0.000123972,-3.41665,7.45058e-09
8966666,6.99998,-4,5.99999,0
8966666,44.8248,3.63917,5.90001,-0.0083335
9000000,19.3858,0.000123971,-3.48332,7.45058e-09
9000000,7.19998,-4,5.99999,0
9000000,45.0215,3.63753,5.90001,-0.0083335
9033333,19.2697,0.00012397,-3.54999,7.45058e-09
9033333,7.39998,-4,5.99999,0
9033333,45.2182,3.63589,5.90001,-0.0083335
9066666,19.1514,0.00012397,-3.61665,7.45058e-09
9066666,7.59998,-4,5.99999,0
9066666,45.4148,3.63425,5.90001,-0.0083335
9100000,19.0308,0.000123969,-3.68332,7.45058e-09
9100000,7.79998,-4,5.99999,0
9100000,45.6115,3.63261,5.90001,-0.0083335
9133333,18.908,0.000123968,-3.74998,7.45058e-09
9133333,7.99998,-4,5.99999,0
9133333,45.8081,3.63097,5.90001,-0.0083335
9166666,18.783,0.000123967,-3.81665,7.45058e-09
9166666,8.19998,-4,5.99999,0
9166666,46.0048,3.62933,5.90001,-0.0083335
9200000,18.6558,0.000123966,-3.88332,7.45058e-09
9200000,8.39998,-4,5.99999,0
9200000,46.2015,3.62769,5.90001,-0.0083335
9233333,18.5264,0.000123965,-3.94998,7.45058e-09
9233333,8.59998,-4,5.99999,0
9233333,46.3981,3.62605,5.90001,-0.0083335
9266666,18.3947,0.000123964,-4.01665,7.45058e-09
9266666,8.79998,-4,5.99999,0
9266666,46.5948,3.62442,5.90001,-0.0083335
9300000,18.2608,0.000123963,-4.08332,7.45058e-09
9300000,8.99998,-4,5.99999,0
9300000,46.7914,3.62278,5.90001,-0.0083335
9333333,18.1247,0.000123962,-4.14998,7.45058e-09
9333333,9.19998,-4,5.99999,0
9333333,46.9881,3.62114,5.90001,-0.0083335
9366666,17.9864,0.000123961,-4.21665,7.45058e-09
9366666,9.39998,-4,5.99999,0
9366666,47.1848,3.6195,5.90001,-0.0083335
9400000,17.8458,0.00012396,-4.28332,7.45058e-09
9400000,9.59998,-4,5.99999,0
9400000,47.3814,3.61786,5.90001,-0.0083335
9433333,17.703,0.000123959,-4.34998,7.45058e-09
9433333,9.79998,-4,5.99999,0
9433333,47.5781,3.61622,5.90001,-0.0083335
9466666,17.558,0.000123958,-4.41665,7.45058e-09
9466666,9.99998,-4,5.99999,0
9466666,47.7747,3.61458,5.90001,-0.0083335
9500000,17.4108,0.000123957,-4.48332,7.45058e-09
9500000,10.2,-4,5.99999,0
9500000,47.9714,3.61294,5.90001,-0.0083335
9533333,17.2614,0.000123955,-4.54998,7.45058e-09
9533333,10.4,-4,5.99999,0
9533333,48.1681,3.6113,5.90001,-0.0083335
9566666,17.1097,0.000123954,-4.61665,7.45058e-09
9566666,10.6,-4,5.99999,0
9566666,48.3647,3.60967,5.90001,-0.0083335
9600000,16.9558,0.000123953,-4.68332,7.45058e-09
9600000,10.8,-4,5.99999,0
9600000,48.5614,3.60803,5.90001,-0.0083335
9633333,16.7997,0.000123952,-4.74998,7.45058e-09
9633333,11,-4,5.99999,0
9633333,48.758,3.60639,5.90001,-0.0083335
9666666,16.6414,0.000123951,-4.81665,7.45058e-09
9666666,11.2,-4,5.99999,0
9666666,48.9547,3.60475,5.90001,-0.0083335
9700000,16.4808,0.00012395,-4.88332,7.45058e-09
9700000,11.4,-4,5.99999,0
9700000,49.1514,3.60311,5.90001,-0.0083335
9733333,16.318,0.000123948,-4.94998,7.45058e-09
9733333,11.6,-4,5.99999,0
9733333,49.348,3.60147,5.90001,-0.0083335
9766666,16.153,0.000123947,-5.01665,7.45058e-09
9766666,11.8,-4,5.99999,0
9766666,49.5447,3.59983,5.90001,-0.0083335
9800000,15.9858,0.000123946,-5.08332,7.45058e-09
9800000,12,-4,5.99999,0
9800000,49.7413,3.59819,5.90001,-0.0083335
9833333,15.8164,0.000123945,-5.14998,7.45058e-09
9833333,12.2,-4,5.99999,0
9833333,49.938,3.59655,5.90001,-0.0083335
9866666,15.6447,0.000123943,-5.21665,7.45058e-09
9866666,12.4,-4,5.99999,0
9866666,50.1347,3.59492,5.90001,-0.0083335
9900000,15.4708,0.000123942,-5.28332,7.45058e-09
9900000,12.6,-4,5.99999,0
9900000,50.3313,3.59328,5.90001,-0.0083335
9933333,15.2947,0.000123941,-5.34998,7.45058e-09
9933333,12.8,-4,5.99999,0
9933333,50.528,3.59164,5.90001,-0.0083335
